_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,classification,classification:confidence,classification_gold,id,text
957443243,finalized,3,5/19/2016 20:13:34,none,1.0,,718126738660794368, ومن يدري ربما الايام تحمل في طياتها اجمل الايام
957443244,finalized,3,5/19/2016 20:29:20,"","",,718126799666937856, بمناسبة المرحلة الثانية؛ نائب رئيس هيئة الأركان المشتركة الأمريكية يقول إن القوات العراقية لم تحرز أي تقدم جنوب #الموصل ...
957443245,finalized,3,5/19/2016 20:26:54,"","",,718127339104833536, اجعل من يراك .. يدعو لِمن ربـّاك
957443246,finalized,3,5/19/2016 20:17:31,none,1.0,,718128759531024384,هههههه . 
957443253,finalized,3,5/19/2016 20:16:59,"","",,718129127593742336, اللهم من أراد سوءا باهلنا وعبادك الموحدين في الموصل والفلوجة وكل مكان اجعل دائرة السوء عليه، اللهم انتقم من الصليبيين والصفو…
957443254,finalized,3,5/19/2016 21:08:18,none,1.0,,718129167599054848, حكمة اتخذها في حياتك : لاتهتم لثرثرة الآخرين ، مادمت مقتنع بما تفعل
957443255,finalized,3,5/19/2016 21:06:02,"","",,718129385837043712,اللهم زدني بها حباااااا
957443256,finalized,3,5/19/2016 21:12:56,"","",,718129963115888640,جزيتم خيرا
957443257,finalized,3,5/19/2016 21:18:20,none,1.0,,718130542810636288,دعم 
957443258,finalized,3,5/19/2016 20:51:19,"","",,718130752865583104,سبحان الله والحمدلله ولا إله إلا الله والله أكبر 
957443259,finalized,3,5/19/2016 20:00:41,"","",,718131126838157312,ياعشائرنا افرحتمونا والله جزاكم الله عن الأسلام خير الجزاء #عشائر_نينوى_تنصر_الخلافة
957443260,finalized,3,5/19/2016 20:13:34,none,1.0,,718131828427767808,عزت الدوري على الدول العربية ان تصطف خلف السعودية في التحالف العربي قبل ان تحرقهم نار الفرس... 
957443261,finalized,3,5/19/2016 20:27:31,"","",,718132732413546496,#إصدارات_الخلافة #ولاية_نينوى #الاصدار_المرئي : البشائر في نصرة العشائر يوتيوب 
957443262,finalized,3,5/19/2016 21:11:54,"","",,718133249281826816,اللهم لا سهل إلا ما جعلته سهلاً وأنت تجعل الحزن إذا شئت سهلا 
957443263,finalized,3,5/19/2016 20:16:40,"","",,718133253207695360, اللهم من أراد سوءا باهلنا وعبادك الموحدين في الموصل والفلوجة وكل مكان اجعل دائرة السوء عليه، اللهم انتقم من الصليبيين والصفو…
957443264,finalized,3,5/19/2016 20:02:14,"","",,718133296870342656, اللهم امين ياجبار السموات والارض..
957443265,finalized,3,5/19/2016 20:29:20,"","",,718134208988712960,وكالة اعماق السيسي في ورطة جديدة من خروف الى آخر 
957443266,finalized,3,5/19/2016 21:07:43,none,1.0,,718134423263318016,شوف الكروش هههه 
957443267,finalized,3,5/19/2016 20:34:57,none,1.0,,718134729372012544, أخي من أين أخذت هذا ؟ اسم كتاب ؟
957443268,finalized,3,5/19/2016 20:58:20,"","",,718135175520104448,اكبر تغريدة اخطأت فيها منذ دخولي تويتر فصحوات الشام والعراق رضعوا من ثدي خنزير نجس واحد وكلاهما على نفس درجة النجاسة 
957443269,finalized,3,5/19/2016 20:15:39,"","",,718135464830566400, لن تعرف الجماعات المجاهدة طعم الاجتماع و التوحد مادامت تعامل بعضها بندية و فوقية و لم تعامل بعضها بمنطلق الرحمة و حب النصيحة…
957443270,finalized,3,5/19/2016 20:55:58,"","",,718135661711085568,ظَنّاالجولاني بتحالفه مع غرفةعمليةدرعاالتي يقودهاالتحالف الدولي انه قدنجى لكن هيهات مع من وقع مع من لا يخاف لومة لأم 
957443271,finalized,3,5/19/2016 20:47:45,"","",,718135774726721536,حتى لا نكون حمير الجو اليوم كان جميلاً جداً ويحث على القصف 
957443272,finalized,3,5/19/2016 21:18:20,none,1.0,,718135918142562304, صفحة ؟
957443273,finalized,3,5/19/2016 21:02:07,"","",,718136005769961472, السيطرة على مدينة #الراعي في ريف #حلب بعد معارك عنيفة مع #داعش ضمن #غرفة_عمليات_حوار_كلس #أحرار_الشام #فيلق_الشام #جيش_ال…
957443274,finalized,3,5/19/2016 20:03:45,"","",,718136305780203520, #وكالة_أعماق #عاجل تدمير عدة عربات همر للقوات العراقية بعبوات ناسفة في قرية إبراهيم باول جنوب غربي #مخمور
957443275,finalized,3,5/19/2016 21:13:00,"","",,718136347194556416,صحراء تدمر تبلع ضباع بشار واحد تل الآخر فصبراً صبرا 
957443276,finalized,3,5/19/2016 20:31:21,"","",,718136385086078976,اللهـم أرزقنـي رضاك ، وحبك ، وسترك ، وعفوك وتوفيقك ، والجنة بلا حساب ولا سابق عذاب ??
957443277,finalized,3,5/19/2016 20:26:54,"","",,718136401703866368, Shia militias crimes رسالة من الفلوجة لكل مسلم #الفلوجة_تقتل_جوعا يتحدثون عن جرائم الحشد الشيعي الارهابي ضدهم 
957443278,finalized,3,5/19/2016 21:02:07,none,1.0,,718137071056064512, ربما هذا قول قديم ؟ أو من اين نعرف ربما ادخلوا ما ليس منه
957443279,finalized,3,5/19/2016 20:17:21,"","",,718137082762379264,وقفوهم انهم مسؤولون. #مصر_ترحب_بالملك_سلمان زهايمر #خادم_الحرمين _الشريفين غير شريف 
957443280,finalized,3,5/19/2016 21:07:43,"","",,718137286492336128,الأيام دول وقد دالت اليوم لغيرامريكا و اوربا... .
957443281,finalized,3,5/19/2016 21:08:18,none,1.0,,718137425181216768, ماهذا العرض ياشركة بندة اتعبتم جميع الشركات 
957443282,finalized,3,5/19/2016 20:16:40,"","",,718137929860792320,معك حق حتى بمخيم اليرموك ما في تحالف معى هيك تم الدعس على كلاب القاعدة :) 
957443283,finalized,3,5/19/2016 20:26:54,islamic-faith,1.0,,718138145984880640,سبحان الله والحمد لله والله أكبر ♻️ 
957443284,finalized,3,5/19/2016 20:59:20,"","",,718138588307800064,استغلت فصائل الخيانة والعمالة انشغال الدولة الاسلامية بالجبهات الاساسية فعقدت الهدنة مع النصيرية وسالمت الملاحدة واستعانت بقوة الصليبيين
957443285,finalized,3,5/19/2016 21:06:25,"","",,718138739386617856, يا اختي اذا كان قولان عند عالم من علماء أهل السنة هل تأخذ قول محكم أو متشابه ؟ الجواب محكم لماذا لأننا نحسن ظن بهم ربما أخطأ أو
957443286,finalized,3,5/19/2016 20:26:54,"","",,718138988373131264, أو ليس من كلامه ربما وضعوه أعداء التوحيد
957443287,finalized,3,5/19/2016 21:03:21,"","",,718139838231408640, والطياران مال التحالف الصليبي يمكن جأيين سياحه شرايك هزلة
957443288,finalized,3,5/19/2016 21:02:18,"","",,718140093605756928, نفسوا التايرات الله يهديكم
957443289,finalized,3,5/19/2016 20:11:05,"","",,718140177894518784, الله يربط على قلبك ويسددك
957443290,finalized,3,5/19/2016 20:00:41,none,1.0,,718140395293642752, الثامنة والربع بتوقيت مصر على قناة #المستقلة 10922 فيرتكل مع الناشط المتخصص فى الرز اشرف السعد 
957443291,finalized,3,5/19/2016 20:13:34,none,1.0,,718140571336982528, في رز عراقي اسمه عنبر تعرفوا ؟
957443292,finalized,3,5/19/2016 20:11:05,"","",,718140703562416128, هذا هو موسى الصدر الذي جعله الشيعة بمثابة المهدي ابو الحفر!! لقطة من منتجعه في فرنسا بلد الحسين وال البيت الصليبي!!: https:/…
957443293,finalized,3,5/19/2016 20:23:38,islamic-faith,1.0,,718141218757193728,اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وغلبة الدين وقهر الرجال 
957443294,finalized,3,5/19/2016 20:19:23,none,1.0,,718141239468683264, كلهم حواسم دون استثناء
957443295,finalized,3,5/19/2016 21:02:07,"","",,718141378686029824, تشييع أفراد من المليشيات الشيعية في محافظة الناصرية سقطوا في معارك مع مقاتلي الدولة الاسلامية شرق الفلوجة قبل يومين https…
957443296,finalized,3,5/19/2016 20:02:14,"","",,718141463452852224, فصائل المعارضة تبث مقاطع تظهر مهاجمتها امدادات مقاتلي الدولة الاسلامية المتوجهة لقتال النظام في ريف دمشق 
957443297,finalized,3,5/19/2016 20:59:20,syrian-war,1.0,,718141472038629376, فصائل المعارضة السورية تهاجم امدادات الدولة الاسلامية المتوجهة لدعم مقاتليها في المعارك المستمرة ضد النظام السوري في القلم…
957443298,finalized,3,5/19/2016 20:34:57,none,1.0,,718141519958577152, القتل للإخوان والدواعش المفاوضات مع الحوثي وايران المليارات لحزب الله إسلام فيفي عبده
957443299,finalized,3,5/19/2016 20:27:31,"","",,718142055667671040, له أقوال متشابهة كثيرة جدا هو تارة يكفر بغير ما أنزل الله و تارة لا يكفر
957443300,finalized,3,5/19/2016 20:43:07,"","",,718142244952416256, رغم كل الفشل ومليارات الفساد والتهجير وقتل واعتقال عشرات الآلاف إلا أن أمريكا مصرة على دعم حكومات #العراق هو مشروعهم 
957443301,finalized,3,5/19/2016 21:01:33,none,1.0,,718142845287272448, طبعا بسلامة الرز ?
957443302,finalized,3,5/19/2016 20:21:29,none,1.0,,718142961297539072, هذا في أي باب ؟
957443303,finalized,3,5/19/2016 20:47:45,"","",,718143551201259520, كاتبة اسرائيلية : #السيسي صديق اجهزتنا الامنية وهي قلقة عليه وأثر الصلاة ينير وجهه بلمسة حزن 
957443304,finalized,3,5/19/2016 20:00:41,none,1.0,,718143593597243392, وانت نسيت دفاع العراق عنكم 8 سنوات ضد إيران الخميني لولا دماء العراقيين لكان مصيركم مثل المحمرة
957443305,finalized,3,5/19/2016 21:18:20,none,1.0,,718143689080569856, اتفاق بين الحزب الإسلامي والحشد الشعبي لإفراغ ديالى من السنة عبيدة الدليمي #فريق_المراسلين #القدس_العربي 
957443306,finalized,3,5/19/2016 20:28:21,"","",,718144255785627648,اللهم إني أعوذ بك من الهم والحزن والعجز والكسل والبخل والجبن وغلبة الدين وقهر الرجال 
957443307,finalized,3,5/19/2016 20:16:59,"","",,718144705633120256,اللهم لا سهل إلا ما جعلته سهلاً وأنت تجعل الحزن إذا شئت سهلا ♻️ 
957443308,finalized,3,5/19/2016 21:13:00,none,1.0,,718144858330935296, اخ بدر ممكن تحلل سهم الجماعي واكون شاكر لك
957443309,finalized,3,5/19/2016 20:59:16,"","",,718145183733383168, حتى انت يابورفعة محرور من العراق ?
957443310,finalized,3,5/19/2016 20:47:45,islamic-faith,1.0,,718145237978230784,فما ظنكم برب العالمين (87) -- سورة الصافات #Quran
957443311,finalized,3,5/19/2016 20:15:39,"","",,718145340835278848, «أبو رفعة»: اللي ورطوني واستغلوا مرضي أشخاص من العراق وليبيا 
957443312,finalized,3,5/19/2016 20:03:45,"","",,718145406362894336, عملية استعادة #الموصل تتعثر لشراسة مقاومة مقاتلي #تنظيم_الدولة 
957443313,finalized,3,5/19/2016 21:02:18,none,1.0,,718145495890132992,دع الحياة تكتبك.. واتركها لتقرأك بعناية.. وبعد هذا اقرأها بشكل جيد ثم اقرأها بشكل جيد ثم اقرأها بشكل جيد ثم اكتب..! 
957443314,finalized,3,5/19/2016 20:59:20,"","",,718145737763254272,اللهم لا تسلط علينا بذنوبنا من لا يخافك فينا ولا يرحمنا 
957443315,finalized,3,5/19/2016 20:47:45,"","",,718145846898925568,محطات القطار بروسيا لا يحتاج تدفع فلوس تذكرة تسوي 30 حركة تمرين ويعطوك تذكرة بلاش..!! ??? 
957443316,finalized,3,5/19/2016 20:43:07,"","",,718146180690132992, اليست من ما اخبر به المصطفى ﷺ انها سوف تقع في آخر الزمان وهذه تصورات لها؟
957443317,finalized,3,5/19/2016 21:11:54,"","",,718146393454542848,سبحانك اللهم ربنا وبحمدك اللهم اغفر لي .. #دعاء #تسبيح #ذكر
957443318,finalized,3,5/19/2016 21:18:20,"","",,718146691346657280, الطيران الحكومي يستهدف بالصواريخ مزارع الطماطم البيوت الزجاجية في #الفلوجة عصر اليوم دون حدوث أضرار .. #الفلوجة_تحيا_كر…
957443319,finalized,3,5/19/2016 21:07:22,syrian-war,1.0,,718146697155768320, انها نطف الخيانة المتجذرة في فصائل تسمي نفسها اسﻻمية ياللعار كم سقط من قناع بثورة الشام المباركة
957443320,finalized,3,5/19/2016 20:28:21,"","",,718147086697496576, تضييق الحلال سبب للعدوان على الحرام، فمن ضيّق على نفسه حلالاً فقد فتح عليها إلى الحرام باباً (لا تحرموا طيبات ما أحل ا…
957443321,finalized,3,5/19/2016 20:47:45,none,1.0,,718147095970979840,عش حياتك على إنك شخص سعيد افرح ولا تفكر بالواقع المر، اصنع من الحياة غيمة رضا تحوطك وتنسيك كل شيء يؤلمك..? 
957443322,finalized,3,5/19/2016 20:47:45,"","",,718147242213904384, اذا تقصد موافقتي فاجابة نعم غير موافق بل قل يا ابا ايوب بلى يا رحمك الله
957443323,finalized,3,5/19/2016 21:02:07,"","",,718147287302668288, هو الإعلام الأميركي غاسل عقولكم ويش فايدة الكلام معاكم
957443324,finalized,3,5/19/2016 20:02:14,"","",,718147747111505920,قد يسيء بعض الناس بك الظن، وقد يظنك آخرون أطهر من ماء الغمام، ولن ينفعك هؤلاء ولن يضرك أولئك، المهم حقيقتك وما يعلمه الله عنك..?
957443325,finalized,3,5/19/2016 20:43:07,none,1.0,,718147759761727488, بعد أن استوحت مرسيدس ثبات سياراتها من عنق الدجاجة هواة يستغلون ثبات رأس الدجاجة لتصوير فيديوهات احترافية 
957443326,finalized,3,5/19/2016 20:26:54,"","",,718147805546582016,وكالة اعماق : معارك محتدمة في منطقة الدغيم قرب مطار ديرالزور العسكري 
957443327,finalized,3,5/19/2016 21:03:54,none,1.0,,718147922760695808, ياشيخ ابا ايوب الاجابة بنعم تعتبر نفي اذا قصدك موافقتي فالاجابة ب بلى هي الاصح رحمكالله
957443328,finalized,3,5/19/2016 20:16:59,none,1.0,,718147979094462464, مبروك ?
957443329,finalized,3,5/19/2016 20:31:21,"","",,718148018738999296, آستغفرآلله العظيم الذي لا إله إلا هو الحي القيوم وأتوب إليه #عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته ..
957443330,finalized,3,5/19/2016 20:34:57,islamic-faith,1.0,,718148225807564800, ابشر فلا تستعجل فما وعدنا رسول الله الا حق ولكن نحن قوم خلقنا من عجل
957443331,finalized,3,5/19/2016 20:27:31,none,1.0,,718148257533272064, كلامك ينطبق عليك وكل إناء بما فيه ينضح
957443332,finalized,3,5/19/2016 20:51:19,none,1.0,,718148420997881856, اتمناء من إدارة الأهلي أن تتكفل بعلاجهم في المستشفيات الخاصة وارجو التفاعل من جماهير الأهلي لكي يصل صوتنا 
957443333,finalized,3,5/19/2016 21:06:02,syrian-war,1.0,,718148631887372288,صحوات الشام تبكي في الإعلام ان النظام يحاصر ريف دمشق وعندما يأتي مَن يُزيل هذا العناء يطعنون في خاصرته صحوات المذله 
957443334,finalized,3,5/19/2016 21:09:19,none,1.0,,718148676275843072, أربعة حركات تدل أن الشخص لا يمكن الوثوق به: - وضع اليد على الفم - فرك اليدين - تشبيك الذراعين - الإبتعاد عن المتلقي http…
957443335,finalized,3,5/19/2016 20:07:07,none,1.0,,718148695787708416, هم جيش تويتري فقط على الأرض فضائيين
957443336,finalized,3,5/19/2016 20:16:59,"","",,718149218859397120, #الجبير .. ايران شريرين وليسوا طيبين .. ونحذرهم ﻻ يخلونا نعصب وما نتعشى .. طاح حظك وحظ تحالف الحمير
957443337,finalized,3,5/19/2016 20:36:00,"","",,718149724478566400,بيانات #جبهة_النصرة و #أحرار_الشام مخزية بكل ما بالكلمة من المعني،، ولا ترقى أن تكون ممن يدعي #جهاد_النخبة أو #ثورة_الشعب أو #مشروع_أمة .
957443338,finalized,3,5/19/2016 20:16:59,"","",,718151265822203904, الله اكبر عليك وعلى من علمك هذا الدين الأعوج تأخذون الصواريخ من الأمريكان وتقصفون به من يحارب أعداء الدين ثم تقول الله اكبر
957443339,finalized,3,5/19/2016 20:59:20,none,1.0,,718151647734734848,مو ملاحظ الرقم مبالغ فيه الجو حار عدكم ؟ :) 
957443340,finalized,3,5/19/2016 20:02:14,"","",,718151760674754560,لعن الله آفة التحزب والتعصب اللهم إني أشهدك أنني أنتمي لأمة الاسلام وحدها لاتقدسوا فصائلكم وتمجدوها { إن هي إلا أسماء سميتموها }
957443341,finalized,3,5/19/2016 20:02:14,"","",,718151921954136064, استهدفوا عجلة للدولة بتاو، عجلة تقل رجال شسع نعل احدهم برأس علوش وكعكة وكلاب المعارضة قيادات وجنود وكل الخونة الثوار الله…
957443342,finalized,3,5/19/2016 21:02:18,"","",,718152393486176256, داعش تهاجم النظام في القلمون الشرقي فيأتي جيش الإسلام لتخفيف الضغط على النظام سمعني أحلى سلام داعش عميلة للنظام! 
957443343,finalized,3,5/19/2016 20:00:41,"","",,718152564685058048, 2-احرار الشرقية هو فصيل اسسه عضو مجلس شورى جبهة النصرة سابقا امير البادية حاليا :ابو ماريا القحطاني المهووس بقتال الدولة ا…
957443344,finalized,3,5/19/2016 20:17:31,"","",,718152572838801408, 3- و هنا نذكر ان ابو ماريا القحطاني قاتل الدولة في دير الزور ثم هزم فهرب إلى درعا و من درعا انتقل مع قادة النصرة إلى ادلب…
957443345,finalized,3,5/19/2016 21:05:25,"","",,718152590551285760, 4-يعتبر العراقي ابا ماريا من مؤسسي النصرةالتى لم يبقى من مؤسسيها في القيادة إلا اثنين واحد منهم هو ابو محمد الجولاني https…
957443346,finalized,3,5/19/2016 20:16:40,"","",,718152615780024320, 5-من يريد ان يعرف سبب وصف الحموي والقحطاني عليه ان يراجع صدامهما مع بقية اذرع النصرة ومع المقدسي ويراجع سجل المحادثات المس…
957443347,finalized,3,5/19/2016 21:03:21,"","",,718152625028481024, 6-اعلن حساب الحموي _اس الصراع _ عن اصابة ابو ماريا اثناء قتاله الدولة الاسلامية من دون ذكر موقع الاصابة (الاكيد انه اصيب ف…
957443348,finalized,3,5/19/2016 20:34:57,none,1.0,,718152689364938752, في #العهد_الجديد بلغ احتقار #الشعب_السعودي_الشقيق ذروته … #مصر_ترحب_بالملك_سلمان - 
957443349,finalized,3,5/19/2016 20:36:00,islamic-faith,1.0,,718152801612914688,سبحان الله والحمد لله والله أكبر ♻️ 
957443350,finalized,3,5/19/2016 20:19:23,"","",,718153200155627520, لا تعدوا للتاريخ شيئاً لأن سواد أفعالكم سُجل في صفحاته وانتهى الأمر ، لكن أعدو جوابكم ليوم الحشر 
957443351,finalized,3,5/19/2016 20:15:39,islamic-faith,1.0,,718153394431660032,(وقال نوح رب لا تذر على الأرض من الكافرين ديارا) [نوح:26] 
957443352,finalized,3,5/19/2016 20:16:59,"","",,718153598773891072, ????? اي يلا انا فوراً رح اترك داعش?? وك نحن جماعة ما بنإيد الأنتصارات نحن بنأيد المنهج?
957443364,finalized,3,5/19/2016 21:11:54,none,1.0,,718153722950455296,شوفو هدول الجدبان مفكرين حالن رح يخفوونا ???? ينعن شكلس? 
957443365,finalized,3,5/19/2016 20:13:34,"","",,718153791342841856, 2-احرار الشرقية هو فصيل اسسه عضو مجلس شورى جبهة النصرة سابقا امير البادية حاليا :ابو ماريا القحطاني المهووس بقتال الدولة ا…
957443366,finalized,3,5/19/2016 20:55:21,"","",,718153797135155200, يصبح احد ما زعيم فيدخل الشيطان الى قلبه بغواية دنيوية حقيرة فيهدم بها صرح امة..لكن ما يطمئن قلوبنا ان اﻻمر لله من قبل ومن بعد
957443367,finalized,3,5/19/2016 20:54:26,syrian-war,1.0,,718153839535325184, 3- و هنا نذكر ان ابو ماريا القحطاني قاتل الدولة في دير الزور ثم هزم فهرب إلى درعا و من درعا انتقل مع قادة النصرة إلى ادلب…
957443368,finalized,3,5/19/2016 20:17:31,"","",,718154137234485248, 4-يعتبر العراقي ابا ماريا من مؤسسي النصرةالتى لم يبقى من مؤسسيها في القيادة إلا اثنين واحد منهم هو ابو محمد الجولاني https…
957443369,finalized,3,5/19/2016 21:03:51,"","",,718154607491461120, داعش تهاجم النظام في القلمون الشرقي فيأتي جيش الإسلام لتخفيف الضغط على النظام سمعني أحلى سلام داعش عميلة للنظام! 
957443370,finalized,3,5/19/2016 20:13:34,"","",,718154974442684416, قول كيري القلق المشترك تجعل الخليج يفتخرون بهذا التصريح في هذا الوقت ضحك اﻻيرانيون ﻻنهم يعرفون انه مجرد تصريح للضحك على الخليج
957443371,finalized,3,5/19/2016 21:05:25,"","",,718155297479593984,﷽ ﴿وآخرون مرجون لأمر الله إما يعذبهم وإما يتوب عليهم ۗ والله عليم حكيم﴾ ⬅️ 
957443372,finalized,3,5/19/2016 20:19:59,"","",,718155355637870592,#الدياثة برعاية تركية سعودية 
957443373,finalized,3,5/19/2016 20:21:29,islamic-faith,1.0,,718155443944689664,ما يقول من خاف قوماً:اللهم اكفنيهم بما شئت 
957443374,finalized,3,5/19/2016 21:08:18,none,1.0,,718155542842195968, هذا يسموه #تهديد_رومانسي
957443375,finalized,3,5/19/2016 20:03:45,"","",,718155570914705408, قلت تهورت في الحكم انا لم أقصد الأخوة الذين قالوا هو يعذر، بل كنت أقصد المداخلة هم يكذبون علة العلماء كثير
957443376,finalized,3,5/19/2016 21:08:18,"","",,718155697414864896, ما ظنكم باناس خرجوا يريدون اقامة شرع ربهم فحاربتهم امريكا وروسيا واسرائيل وايران وطغات العرب والعجم؟! ايخذلهم ربهم!؟
957443377,finalized,3,5/19/2016 21:05:25,"","",,718156535822729216, ان شاء الله خيرا
957443378,finalized,3,5/19/2016 21:03:21,"","",,718156624049868800,مبروك ربحتم بلدة وخسرتم دينك يا صحوات الصليب الله يلعن الساعة اللي طلعنا فيها ثورة وسلمناكم مستقبلنا يا مطايا الغرب. 
957443379,finalized,3,5/19/2016 21:13:00,"","",,718156800453971968,ردة ذات قرون #الراعي #القلمون_الشرقي
957443380,finalized,3,5/19/2016 20:51:19,"","",,718156868372324352,آستغفر آلله آلعظيم آستغفر آلله آلعظيم آستغفر آلله آلعظيم آستغفر آلله آلعظيم .. #استغفار #استغفر #استغفر_الله
957443381,finalized,3,5/19/2016 20:11:05,"","",,718157019392319488,معارضةالعار والنذالة تستهدف الأمداد الذي كان متوحهاًالى القلمون حسيباالله ونعمةالوكيل هذا يدل انهم والنظام واحد
957443382,finalized,3,5/19/2016 20:17:21,"","",,718157280022233088,كنت قد اشرت لهذا الأمر ويوم عن يوم يتبين ان د.إ. لا تضع وزنها في معارك ريف حلب الشمالي. 
957443383,finalized,3,5/19/2016 20:15:39,none,1.0,,718158180560330752,أبو الوليد أبو الوليد أبو الوليد أبو الوليد أبو الوليد أبو الوليد 
957443384,finalized,3,5/19/2016 20:21:29,islamic-faith,1.0,,718158189712134144,﷽ ۝إِنَّ اللَّهَ وَمَلائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَاأَيُّهَاالَّذِينَ آمَنُواصَلُّوا عَلَيْهِ وَسَلِّمُواتَسْلِيمًا۝ ﷺﷺﷺﷺﷺﷺﷺﷺﷺ
957443385,finalized,3,5/19/2016 20:19:59,none,1.0,,718158332092149760,مهم ..... 
957443386,finalized,3,5/19/2016 20:23:38,none,1.0,,718158357668958208, الصورة اﻻولى مع كلب والثانية مع انسان
957443387,finalized,3,5/19/2016 20:55:21,"","",,718158453743587328,لا تشغلك الدنيا عن تلاوة القرآن وتعلمه فتهجره ( وقالَ الرسولُ ياربِّ إِنَّ قَومِي ٱتَّخَذُوا هذا القُرآنَ مهجُورا ) 
957443388,finalized,3,5/19/2016 20:19:23,"","",,718158668076826624,تصوري والله اعلم ان اردوغان يريد تحرير الشريط بين منبح وعفرين ثم يمترس آلاف المرتزفة فيه لقطع الطريق على الملاحدة. 
957443389,finalized,3,5/19/2016 20:58:20,"","",,718158689232941056, الجيش المدعوم بالحشد وطيران التحالف يتراجع بعد فشل هجومه قرب المعهدالفني شمال غرب #الفلوجة بعد خسارة عدة جنود و٣ اليات مدر…
957443390,finalized,3,5/19/2016 20:13:34,"","",,718158884578443264,ولا اعتقد ان الاكراد سيدخلون الى الرقة فهي معركة اكبر منهم بكثير، وهم لن يضحوا بقوتهم في سبيل مشاريع الاخرين. 
957443391,finalized,3,5/19/2016 21:08:18,none,1.0,,718158894405722112, هذا صعدت عندة الحماوة ورة خطاب عزت الدوري
957443392,finalized,3,5/19/2016 20:28:21,"","",,718159736139620352,الرقة لا يمكن تحريرها بمرزقة كالكرد والمعارصة الرقة تحتاج جيوش نظامية، تقيمي الشخصي النظام هو من سيحمل مسؤولية الرقة. 
957443393,finalized,3,5/19/2016 20:16:59,"","",,718159902519255040,لو تخلي نعال بحلكك أليس هذا في مصلحتك ؟ قندرة عليك وعشرة بالقاعدة يا قشمر 
957443394,finalized,3,5/19/2016 20:59:20,"","",,718160286105083904,هل اخطات الدوله بعدم انقضاضها علاصحوات حلب حين هاجمها الملاحده
957443395,finalized,3,5/19/2016 20:31:21,none,1.0,,718160315343618048,الارقام الهائلة التي زحفت على الراعي اليوم لم تكن لتزحف بدون اوامر تركية وليس امريكية. هذه الارقام اتت لتتمترس في وجه مشروع الكرد.
957443396,finalized,3,5/19/2016 20:23:38,islamic-faith,1.0,,718160322952085504,﷽ ﴿وآخرون مرجون لأمر الله إما يعذبهم وإما يتوب عليهم ۗ والله عليم حكيم﴾ ⬅️ 
957443397,finalized,3,5/19/2016 20:13:34,"","",,718160482981560320, هي مرحلة من مراحل هذه الأمة سيذكرها التاريخ منهم من يسعى في عزها وخلاصها من الهوان ومنهم منافقون يسعون في تدميرها! والبق…
957443398,finalized,3,5/19/2016 20:34:57,none,1.0,,718160904693682176,د.إ. لا تستطيع ايقاف مشروع الكرد خصوصاً بعد الهدنة والتفات النظام لها، فكان الانحياز لتملأ فصائل المعارصة الفراغ وخصوصاً انها متفرغة مهادنة.
957443399,finalized,3,5/19/2016 21:05:25,"","",,718160953548935168,والله يا أخوة لا تحسبوه شرا لكم تذكروا الغدرة الأولى ما بقالنا شي بالشام وشلون رب العالمين نصر الدولة نصر عزيز #الراعي #القلمون_الشرقي
957443400,finalized,3,5/19/2016 21:03:54,none,1.0,,718161120087961600,برأي الشخصي لا يستطيع ايقاف مشروع الكرد غير اردوغان وصحواته لأنهم متفرغين له مهادنين للنظام وخطوط امدادهم موجودة وقصيرة.
957443401,finalized,3,5/19/2016 21:09:19,"","",,718161305731989504, يبدو أن البعض لا يهمه سوى تغيير نكهة الحذاء الذي يلعقه لهذا ترى من كان يلعق حذاء بشار قد تركه ليلعق الحذاء الخليجي والتركي وال…
957443402,finalized,3,5/19/2016 20:59:20,"","",,718161387386744832, كان بعض النشطاءيحيل للغيب في اتهامه للدولة بالعمالة ..اليوم بمقدور أبسط البسطاء وضع أصابعه العشرة في عيون أكابر الثوار فقد…
957443403,finalized,3,5/19/2016 20:17:21,"","",,718161853176745984,معليش يا دولة معليش قضاء الله وقدره يجتمع حثالة الأرض من قاعدة وعبيد الشام وفيلق الشيطان بكرا أحلى يا دولة بإذن الله
957443404,finalized,3,5/19/2016 21:13:00,"","",,718162883071381504,الفصائل كفروا داعش لاشتباههم انها تنسق مع الاسد لكن لم يكفروا انفسهم وهم ينسقون صراحة مع الطيران الصليبي والموك اي نفاق يمتلك هؤلاء؟
957443405,finalized,3,5/19/2016 20:28:21,"","",,718163461809770496, لماذا لم تستعينوا بهم لقتال بشار و هو كافر مرتد و ليس مسلم خارجي !
957443406,finalized,3,5/19/2016 20:27:31,"","",,718164589049995264, لو كنتم تحكمون الشريعة لصح قولكم .
957443407,finalized,3,5/19/2016 20:29:20,"","",,718164650223861760,المضحك ان اناس من خلف البحار لم يدوسو سوريا في حياتهم يعلموننا من النظيف ومن المارق القاتل للمسلمين. 
957443408,finalized,3,5/19/2016 20:31:21,"","",,718166439472013312,اذا انا زرت اوروبا فأنت زرت المريخ اذهب والتفت لتعريصكم في يوم الارض وخفف عن السوريين فلسفتك، هذا ان لم تكن في اوروبا فعلا ? 
957443409,finalized,3,5/19/2016 21:03:21,none,1.0,,718166570451730432, يا اخوة كيف أغلق خدمات الموقع !!!!!!! #رتويت 
